S 1 : ['o2', 'm8', 'j2', 'v9', 's5', 'm8', 'f3', 'g0', 'w0', 'm8', 'j2', 's1', 'n0', 'j0', 's7', 'o2', 'r7', 'l0', 't6', 'n2', 'f0', 'u9', 'm3', 'w0', 'd2', 'v8', 't9', 'r6', 'r3', 'o5', 'b5', 'g4']
R 6 : ['p4', 'd0', 'x3', 'c3', 'd9', 'x8', 'o2', 'b3', 'l6', 'd9', 'k1', 'd7', 'm5', 'i8', 'w7', 'f8', 'i8', 'j6', 'p7', 'f1', 'a2', 'x8', 'a6', 'p2', 'a4', 'i8', 'x8', 'k2', 'a5', 'x8', 'a9', 'g1']
S 7 : ['o5', 'q3', 'w4', 'v4', 'q4', 'u0', 'e5', 'a5', 'r8', 'v3', 'n3', 'w3', 'a2', 'j0', 'h8', 'o5', 'o0', 'o8', 's0', 'w2', 'l2', 'u4', 'r9', 'd8', 'b0', 't8', 'r0', 'p8', 'n5', 'g1', 'u1', 'q5']
R 7 : ['q1', 's1', 'i4', 'x8', 'w2', 'b0', 'x8', 'v4', 'y3', 's1', 'd0', 'p7', 'b3', 'p1', 'l4', 'k3', 'y0', 'y7', 'p7', 'w3', 'r4', 'i4', 'b4', 'h3', 't7', 't6', 'k0', 'x8', 'x3', 'a9', 'c6', 'p7']
S 8 : ['b1', 'o5', 'w4', 'o2', 'u9', 'j3', 'i0', 'h7', 'y3', 'y6', 't7', 'y2', 't8', 'm3', 'e1', 'h7', 'f7', 'o9', 'q8', 'x3', 'd6', 'p1', 'f6', 'y5', 'c8', 'q0', 'q9', 'h4', 'j2', 'a4', 'm1', 't0']
R 8 : ['k0', 'a9', 'l8', 'f4', 'i7', 's0', 'o0', 'a7', 's6', 'q4', 'm7', 'g9', 'i3', 'n3', 'm7', 'i8', 'g4', 'h0', 'h1', 's0', 'u5', 'i4', 'n4', 'k3', 'a9', 'o0', 'r0', 'e4', 'p1', 'h6', 'r7', 'v9']
S 9 : ['a4', 'j8', 's6', 'b6', 'c5', 'b6', 'q9', 'p7', 'h2', 'c4', 't2', 'c8', 'g4', 'u5', 'y1', 'l6', 's5', 'r6', 'j6', 'f2', 'k8', 'h0', 'm1', 'b1', 'g8', 'm2', 'm5', 'd8', 'f6', 'b0', 'h2', 'n6']
R 9 : ['q0', 'g8', 'f1', 'a9', 'u5', 'h1', 'h6', 'm6', 'm5', 'a7', 'x8', 'd3', 'd3', 'n5', 'f1', 'f5', 'p7', 's9', 'i8', 'x8', 'p1', 'l5', 'n6', 'c6', 'o6', 'c7', 'f4', 't7', 'i8', 's9', 's0', 'l8']
S 10 : ['i4', 'i5', 'f4', 's4', 'x1', 'b3', 'i7', 's1', 'n3', 's4', 'l9', 'n7', 'b0', 'v3', 'f8', 'a3', 'u1', 'q4', 'e5', 'x0', 'o1', 'm7', 'c7', 'o9', 'q6', 'b9', 'h4', 'u1', 'c0', 'u4', 'p8', 'q3']
R 10 : ['a9', 'a4', 'g9', 'a7', 'g6', 'd7', 'i9', 'q1', 'n4', 'a9', 'l6', 'p4', 'x8', 'j6', 'r4', 't7', 'l3', 'd9', 'd1', 'd0', 's1', 'x3', 'o0', 'q1', 'e5', 'l4', 'b0', 'p2', 'k0', 'r4', 'x0', 'j3']
S 11 : ['y8', 'n7', 's5', 't5', 'a4', 's2', 'j5', 'k8', 'f4', 'g5', 'k4', 'm8', 'f1', 'b8', 'r3', 'h0', 'o7', 'v4', 'q2', 'm1', 'u3', 'y4', 'y9', 'v3', 'i6', 'e1', 's3', 'i1', 'f2', 'k9', 't9', 'e3']
R 11 : ['e5', 'j6', 'm6', 'm8', 'h6', 'f5', 'g3', 'c2', 'i8', 'i2', 'n6', 'h9', 'd3', 'm5', 'w7', 'p4', 'd9', 'i8', 'c7', 'k0', 'p9', 'd0', 'r4', 'k1', 'n5', 'k1', 'a6', 'd1', 'b4', 'e5', 'p8', 'u5']
S 12 : ['d4', 'm4', 'i7', 'l1', 'f3', 'd3', 'g4', 'l6', 'o3', 'h0', 'j2', 'a4', 'l6', 'c2', 's9', 'n4', 'p6', 'y1', 'h8', 'i6', 'x1', 'g2', 'v2', 't9', 'm9', 'i6', 'b2', 'u7', 'k7', 'w3', 'k0', 'i1']
R 12 : ['a9', 'n7', 'r7', 'g1', 'a4', 'e5', 'i3', 'i8', 'y1', 'm1', 'r2', 'v8', 'd1', 'i4', 'i8', 'h6', 'l3', 'h0', 'p7', 'g8', 'n6', 'm6', 'n6', 'j6', 'h9', 'w2', 'b0', 'u4', 'i8', 'a9', 'd1', 'u3']
S 13 : ['q1', 'f7', 'y7', 'b7', 's1', 'q9', 'x4', 'c4', 'b4', 'b0', 's1', 'd2', 'r2', 's1', 'y5', 'n5', 'a0', 'l1', 'i8', 'j8', 'l7', 's6', 'b5', 'o9', 'i9', 'n3', 'i4', 'w3', 'h4', 'r1', 'r5', 'q6']
R 13 : ['a5', 'g9', 'd9', 'g9', 'g9', 'o8', 'e6', 'i2', 'd3', 'r0', 'o0', 'm5', 'n4', 'x3', 'p7', 'h3', 'h1', 'a9', 'k0', 'i7', 'f4', 't7', 'g9', 'a8', 'c6', 'j6', 'k7', 'w2', 'c3', 'c3', 'l3', 'r3']
S 14 : ['n4', 'm5', 'n5', 'l1', 'v2', 'l5', 'q5', 'l2', 'u2', 'b4', 'd2', 'x3', 't1', 'w3', 'n3', 's6', 'f8', 'm5', 'p2', 'w8', 'c0', 't2', 'x1', 'q7', 'j4', 'j3', 'u6', 'y4', 'o4', 'j6', 'j3', 'a1']
R 14 : ['i8', 'v8', 's6', 'u1', 'e5', 'w3', 'g6', 'q0', 'm1', 'i8', 'x0', 'h3', 'j6', 'k0', 'd3', 'a9', 'c7', 'q5', 'q3', 'h0', 'a9', 'a7', 'k6', 'c6', 'a5', 'j0', 'a9', 'w2', 's6', 't4', 'p1', 'o8']
S 15 : ['f8', 'f0', 'n9', 'p3', 'h6', 'm9', 'e8', 'y6', 'c6', 'q0', 'u5', 'k7', 'd0', 'w5', 'h6', 'k5', 'b7', 'w2', 'y7', 'd1', 'e9', 'p2', 'j0', 'l0', 'y5', 'l6', 'n2', 'y0', 'v0', 'a4', 'a3', 'o3']
R 15 : ['v4', 'a7', 'i4', 'n5', 'c3', 'a9', 'm1', 'a5', 'h9', 'd1', 'e5', 'i7', 'q4', 'l5', 'm6', 'h6', 'r3', 'x8', 'm6', 'c5', 'd8', 'y0', 'n6', 'x8', 'j3', 'a7', 'j4', 'a4', 'c8', 'y1', 'b6', 'r3']
S 16 : ['s2', 'e2', 'a2', 'b9', 'x2', 'm1', 't2', 'i1', 'q6', 'm6', 'm5', 'q1', 'v1', 'd5', 'e4', 'u1', 'y2', 'w8', 'q1', 'h4', 'h1', 'g7', 'a1', 't9', 't5', 'o4', 'y8', 'j1', 'n1', 'k0', 'e6', 'r8']
R 16 : ['u5', 'r5', 'q0', 'i8', 'v8', 'e5', 'n3', 'q5', 'q1', 'm5', 'l3', 'e5', 'n4', 'i8', 'e6', 'g1', 'q8', 'x8', 'u1', 'i0', 'o0', 'e6', 'a3', 'd1', 'y7', 'a4', 'm1', 'r6', 'g3', 'n1', 'g6', 'p2']
S 17 : ['g6', 'x7', 'm0', 'j8', 'y7', 'j8', 'i2', 'r7', 't3', 'j5', 'y3', 'y3', 'k6', 'b0', 'o3', 'l4', 'g8', 'n1', 'b4', 'u1', 'i0', 'n4', 'q8', 'h6', 'x0', 'j6', 'd3', 'q7', 'g7', 'j2', 'y5', 'p5']
R 17 : ['c7', 'a2', 'j0', 'v9', 'v8', 'd7', 'w0', 'i7', 'a8', 'a7', 'e4', 'l3', 'q1', 'b4', 'u2', 'd3', 'm6', 'a3', 'd1', 'd3', 't7', 'r3', 'v8', 's0', 'p7', 'o2', 'r0', 'a8', 'v9', 'c6', 'i3', 'p7']
S 18 : ['y5', 'a8', 'y5', 'h0', 't7', 'g3', 'd2', 'x9', 'x5', 'j6', 'r8', 'm7', 'x2', 'q5', 'p8', 'r4', 'j1', 's1', 'v9', 'f6', 'a5', 'w9', 'v3', 'e0', 'w1', 'b9', 'u6', 'v4', 'k1', 'x1', 'i0', 'v6']
R 18 : ['g9', 'a4', 'y7', 'x8', 'o0', 'k2', 's0', 'd3', 'p2', 'n8', 'm2', 'w3', 'o8', 'c1', 'm6', 'j3', 'n5', 'o0', 'p7', 'r4', 'o0', 's0', 'a9', 'i7', 'i8', 'h6', 'i8', 'r4', 'i8', 'x0', 'd0', 'i7']
S 19 : ['n8', 'v4', 'n9', 'o1', 'l2', 'd6', 'a0', 'i2', 'h2', 'h7', 'h0', 's0', 'v5', 's8', 'h6', 'v0', 'n0', 'p7', 'l0', 'd1', 'n7', 'f8', 'n8', 'e7', 'r8', 'd0', 'x7', 'j2', 'o4', 'g7', 'g1', 'm4']
R 19 : ['y7', 'a4', 'c6', 'a4', 'c5', 'v8', 'v8', 'e5', 'p1', 's4', 'b6', 'q5', 'i8', 'd8', 'p7', 'i3', 'x8', 'x0', 'r4', 'a2', 'm6', 'f1', 'j6', 'm6', 's4', 'x3', 'c6', 'n7', 'e8', 'f5', 'u2', 'm7']
S 20 : ['d1', 'n3', 'c9', 'p0', 's2', 's3', 'l6', 'o2', 'v2', 'r0', 'j6', 'b5', 'b6', 'i6', 'b7', 'r0', 't3', 'x3', 'f8', 'c5', 'o2', 'l6', 'n0', 'p9', 'd5', 'i1', 'e5', 'e3', 'g6', 'h8', 'a8', 'g3']
R 20 : ['d6', 'm2', 'q4', 'y3', 'e8', 'g3', 'p7', 'y3', 'd1', 'i2', 'a9', 'h0', 'c3', 'd3', 'r7', 'n6', 'a4', 'i8', 'l4', 'r7', 'm8', 'e5', 'n6', 'w0', 'a8', 'h6', 'm5', 'a4', 'o2', 'k0', 's9', 'b6']
S 21 : ['d5', 's1', 'i6', 'h3', 't0', 'g2', 'r3', 'l9', 'm5', 'd3', 'a8', 'c4', 'x0', 'm1', 'm4', 'p1', 's8', 'p4', 'i6', 'c4', 'h6', 'x9', 'a3', 'a3', 'k8', 's1', 'o2', 'p8', 'b9', 'v1', 'g9', 'r2']
R 21 : ['q8', 'm6', 'r0', 'h6', 'h1', 'd7', 'f5', 'n7', 'a7', 'u5', 'a4', 'h0', 'u7', 'p2', 'i8', 'i8', 'g9', 'n7', 'c0', 'h1', 'a4', 'r7', 'a7', 'l3', 'g4', 'k1', 'g9', 'd1', 'a4', 'x8', 'i8', 'i8']
S 22 : ['b9', 'h1', 'r4', 'd3', 'y9', 'e2', 'x7', 'v2', 'o7', 'y9', 'k3', 'q6', 't6', 'b4', 'u7', 'v6', 'n6', 'n0', 'e0', 'g8', 'b8', 'a3', 'x5', 's3', 'i2', 'c3', 'b2', 'y1', 'l1', 'h8', 'v2', 'h5']
R 22 : ['u7', 'a2', 'e8', 'r6', 'r4', 'a3', 'j6', 'h0', 'a6', 'p7', 'n6', 'a7', 'c6', 'i2', 'b0', 'i8', 'k2', 'h0', 'i0', 'l0', 'u3', 'p9', 'o7', 'l3', 'a6', 'a7', 'n5', 'o6', 'u2', 'n8', 'p2', 'l3']
S 23 : ['w0', 'f6', 'k2', 'c9', 'b0', 'e3', 't8', 'o3', 'v6', 'o4', 'e6', 'p7', 'm0', 'x8', 's9', 't3', 'x5', 'v6', 'w0', 'h0', 'r5', 'n3', 'd4', 'd1', 'n3', 'g6', 'n2', 'b0', 'b6', 'a5', 'y2', 'g5']
R 23 : ['t7', 's7', 'd6', 'n5', 'd3', 'r3', 's0', 'k3', 'k0', 'c6', 'r7', 'r5', 'q5', 'n3', 'k2', 'o2', 'd3', 'n5', 'm8', 'p7', 'w0', 'm5', 'r0', 'd1', 's9', 'k1', 'b6', 'k0', 'm6', 'a4', 'y1', 't7']
S 24 : ['g2', 'f0', 'f2', 'e6', 'h0', 'y0', 'g8', 'v1', 'x9', 'd1', 'q9', 'd9', 'k4', 'n2', 'c4', 'o1', 'a4', 'w6', 'q7', 'r8', 'x3', 'p0', 's5', 'y6', 'o8', 'a6', 'y4', 'g7', 'k0', 'w1', 'p8', 'x6']
R 24 : ['x8', 'h1', 'v8', 'q4', 'r5', 'f4', 't6', 'g1', 'n5', 'c7', 'r4', 'x8', 'q8', 'b6', 'i8', 'm6', 'a9', 'h6', 'a7', 'u7', 'c1', 'a7', 'x0', 'd3', 'y7', 'r3', 'y1', 'n7', 'j3', 'q3', 'a4', 'j0']
S 25 : ['x8', 'n6', 'r7', 'f9', 'x5', 'j7', 's2', 'k8', 't7', 'h5', 'p1', 'n8', 'j3', 'c3', 'v6', 'r6', 's8', 't4', 'e7', 't3', 'r3', 'c8', 'k9', 't0', 'f0', 'q9', 'j4', 'w7', 'u4', 'h6', 'v5', 'g7']
R 25 : ['n7', 'd3', 'k8', 'm9', 'd7', 'o7', 'k2', 'a7', 'f4', 'f5', 's1', 'v8', 's4', 'o0', 'm6', 'p1', 'v8', 'j3', 'o6', 'g4', 's6', 'k1', 'n5', 'd9', 'i8', 'a4', 'c7', 'h0', 'f5', 'u7', 'w0', 'g3']
S 26 : ['u8', 'h8', 'l4', 'f3', 'g2', 'j8', 'h4', 'b2', 'i1', 'd7', 'u8', 'm0', 'k1', 'g2', 'b1', 'a0', 'l0', 'm0', 't0', 'e4', 'k8', 'n0', 'm6', 's4', 'c2', 'v0', 'e1', 'x5', 'n5', 'r6', 'a7', 'j9']
R 26 : ['n7', 'e8', 'o0', 'r4', 'n7', 'm1', 'k0', 'r0', 'g4', 'd1', 'c5', 'f5', 'i8', 'h3', 'c7', 'l8', 'd8', 'g6', 'r0', 'p4', 'b0', 'r7', 'x3', 'p7', 'r2', 'k2', 'r7', 'c7', 'n4', 'w7', 'p7', 'n1']
S 27 : ['u0', 'a4', 's6', 'l4', 'p5', 'd3', 'w7', 'e6', 'h7', 'y0', 'm1', 'i2', 'r0', 'k2', 'u5', 'v3', 't5', 'y3', 's8', 't4', 'g3', 'p9', 'p0', 'a2', 'l2', 'u3', 'r6', 'r6', 'c3', 'h3', 'x1', 'b7']
R 27 : ['i8', 'a9', 's7', 'c2', 'x8', 'd0', 'n7', 'y3', 'y1', 'o7', 'r5', 'u5', 'h6', 'e5', 'b4', 'a4', 'v9', 'm9', 'm7', 'm2', 'a8', 'l3', 'c7', 'l5', 'a9', 'c7', 'a2', 'q4', 'p1', 'c7', 'c3', 'd7']
S 28 : ['r8', 't2', 'p5', 'b8', 'o5', 'h3', 'a4', 'l5', 'p4', 'u7', 'o7', 'n1', 'x7', 'q6', 'a4', 's7', 'f8', 'e3', 'c5', 's9', 'y8', 'v0', 'b0', 's6', 'j5', 'l7', 'g5', 'm9', 't0', 'w9', 'q4', 'w0']
R 28 : ['a8', 'x3', 't7', 'g4', 'h6', 'q0', 'd3', 'k1', 'p9', 'd3', 'i4', 'i8', 'a9', 'n6', 'u7', 'h6', 'c5', 'h9', 'm8', 'i8', 'a4', 'b4', 'y1', 'u2', 'l3', 'a3', 'q3', 'm5', 'e5', 'm5', 'y7', 'u3']
S 29 : ['u1', 'q6', 'w2', 'o7', 'p4', 'v6', 'u4', 'x2', 't6', 'r7', 'h6', 'j5', 'm6', 'm9', 'c0', 'g5', 't1', 'n5', 's2', 'f2', 'p2', 'm0', 'r5', 'f8', 'w1', 'c4', 'f2', 's2', 'g9', 'y5', 'n5', 'q4']
R 29 : ['g6', 'r0', 's1', 'g3', 'i7', 'k1', 'm5', 'd3', 'n5', 'd3', 'g3', 'e5', 'g6', 't4', 'n6', 'h3', 'c1', 'x3', 'h3', 'a5', 'b4', 'm6', 'v4', 'o0', 'l0', 'h9', 'h1', 'c0', 'u7', 'd3', 'l3', 'q1']
S 30 : ['v9', 'g9', 'c2', 'x9', 'g6', 'y0', 'o9', 'o7', 'c5', 'f2', 'p3', 'e2', 'n0', 't2', 's7', 'x5', 'x2', 'o1', 'c3', 's8', 'v3', 'j6', 'i8', 's8', 'h4', 'a4', 'u2', 'w8', 'h3', 'i9', 'n9', 'k2']
R 30 : ['o0', 'k2', 'y1', 'n6', 'a4', 'q0', 'i8', 'i8', 'h6', 'a5', 'd3', 'n4', 'i2', 'm5', 'k6', 'd3', 'a4', 'o7', 'n7', 'c0', 'r2', 'm1', 'o2', 'o0', 'n7', 'x8', 's7', 'j4', 'd0', 'x0', 'i0', 'e8']
S 31 : ['y9', 'p7', 'd1', 'r5', 'k7', 'm8', 'h3', 'u4', 'r3', 'd6', 'i3', 'p1', 'd1', 'x1', 'd7', 'x5', 'b3', 'm5', 'h8', 'x9', 'j2', 'w8', 'n2', 'i7', 'o7', 'g4', 'g7', 'r7', 'k2', 'v6', 'b3', 'y3']
R 31 : ['d3', 'j6', 'k2', 'a9', 's1', 'b6', 'i4', 'p7', 'i8', 'n6', 'i8', 'n5', 'i9', 'b6', 'h0', 'a6', 'v8', 's7', 'm5', 'v9', 'w7', 'r3', 'a4', 'g8', 'm1', 'i3', 'a9', 'c6', 'w7', 'i8', 'k1', 'i9']
S 32 : ['v0', 'g7', 'l3', 'q5', 'd5', 'e2', 'p8', 'n3', 'p1', 'w3', 'j0', 'k6', 'y1', 'g3', 'u4', 'o8', 'w5', 'v8', 'o3', 'o8', 'n9', 'o6', 'r2', 'r8', 'q2', 'k6', 'r9', 'r6', 'v7', 'u0', 's3', 'o7']
R 32 : ['d1', 'h9', 'x8', 'w3', 'k0', 'c5', 't6', 'a8', 'c8', 'u5', 'n6', 'b4', 'i0', 'r0', 'x8', 'm2', 'a4', 'i8', 'a8', 'u8', 'y7', 'y2', 'w2', 't6', 's1', 'i2', 'y0', 's1', 'i8', 'c7', 'h0', 'v8']
S 33 : ['f6', 'q0', 'b0', 'f4', 'w9', 'o2', 'v2', 'q4', 'k4', 'q3', 'k3', 't8', 'e1', 'e2', 'y9', 'c3', 'y8', 'x5', 'q1', 'i4', 'd0', 'c3', 'h5', 'a6', 'i4', 'q6', 'i1', 'i8', 'n2', 'i3', 't5', 'h9']
R 33 : ['b0', 'h0', 'm5', 'a3', 'a4', 'r3', 'r7', 'p4', 't7', 'o7', 'j6', 'o7', 'i8', 'd1', 'i8', 'k3', 'x3', 'k0', 'd9', 'l3', 'i0', 'u4', 'e5', 'a5', 'q4', 'k2', 'u7', 'u7', 'e6', 'a6', 's0', 'd9']
S 34 : ['e7', 'u1', 'm9', 't2', 't6', 'k9', 'q6', 'w8', 'v0', 'e7', 'q8', 'f5', 'h1', 'p6', 'j4', 'o3', 'e0', 'j0', 'p3', 'h0', 'k2', 'q3', 'h2', 'g9', 'f1', 'o4', 'k9', 'j7', 's1', 'c5', 't1', 'd5']
R 34 : ['s7', 'e4', 'm6', 'g9', 'l0', 'q1', 'f5', 'd9', 'p8', 'r4', 'f5', 't4', 'f1', 'b0', 'd1', 'q5', 'j4', 'c0', 'a7', 'm1', 'a4', 'h9', 'l3', 'k8', 'y0', 'q0', 'l2', 'c5', 'd9', 'm5', 'r6', 'u4']
S 35 : ['f9', 'p4', 'j8', 'v4', 'i6', 'i0', 'w3', 'f0', 't5', 'l9', 'o9', 'w3', 'b5', 't2', 'c3', 'n0', 'r3', 't6', 'i4', 'd4', 'e0', 'w8', 'a5', 'k7', 'k5', 'a7', 'y7', 'w2', 'i5', 'a4', 'w2', 'm6']
R 35 : ['j3', 'd1', 'i8', 'v4', 'u7', 'i8', 'h6', 'r3', 'm1', 'd9', 'p7', 'm1', 'g6', 'l0', 'o0', 'q0', 'w2', 'o7', 'e5', 'i4', 'r7', 'e8', 'i8', 'w2', 'a4', 'v4', 'r4', 's0', 'a8', 'k1', 'p7', 'r4']
S 36 : ['w4', 'g3', 'd3', 'n4', 'v7', 'o3', 'r5', 'q6', 'b1', 'i1', 'x2', 'e0', 't0', 'b9', 'u7', 'n9', 'j1', 'i3', 'b5', 'l1', 'p0', 'k7', 'x9', 'h2', 'a8', 'l8', 'e1', 'p7', 's3', 'm1', 'u6', 'i5']
R 36 : ['a8', 'f1', 'o0', 'u8', 'i4', 'm5', 'l8', 'k0', 'l3', 'u5', 'u3', 'x0', 'j6', 'p2', 'h6', 'r4', 'i8', 'a9', 'i2', 'i6', 'v8', 'j6', 'a4', 'q4', 'a4', 'd1', 'g4', 'x8', 'l3', 'c6', 'm2', 'd1']
S 37 : ['d0', 'w4', 'o0', 'w2', 'l0', 'f4', 'q6', 'g7', 'h3', 'a4', 'j8', 'n9', 'j2', 'p4', 'v3', 'm3', 'u0', 'i6', 'e0', 'w4', 'i2', 'u4', 'm6', 'h3', 'm2', 'r3', 'x6', 'k5', 'o0', 't3', 'q7', 'x1']
R 37 : ['a9', 'p7', 'x8', 'l3', 'a9', 'a2', 's1', 'i8', 'v8', 'v4', 'w0', 'u7', 'm1', 'b3', 'b4', 'a4', 'x8', 'b3', 'x8', 'k1', 'h6', 'i8', 'j0', 'i3', 'r0', 'p4', 'd0', 'a9', 'r4', 'd8', 'g6', 'i8']
S 38 : ['u5', 'j6', 'p2', 'v6', 't7', 'e8', 'g7', 'f8', 'v9', 'b4', 'b6', 'f7', 'n0', 'w0', 'g8', 'p2', 'x5', 't9', 'x4', 'y8', 'k0', 'k1', 'm2', 'h5', 'k7', 'n5', 'e0', 'o8', 'h3', 'w6', 'y7', 'y9']
R 38 : ['a6', 'm5', 'i8', 'r4', 'c6', 'i8', 'e5', 'o0', 'a7', 'k2', 'd3', 'v8', 't6', 'i4', 'x8', 'o0', 'n5', 'l5', 'e5', 's9', 'r3', 'd3', 'k7', 'g1', 'a9', 'g9', 'h3', 'u7', 'a5', 'a5', 'r4', 'e8']
S 39 : ['x1', 'd3', 'q7', 'u0', 'p7', 'i2', 'd6', 'p2', 'v5', 'p3', 'w9', 'h0', 'f8', 'n3', 'h8', 'g4', 'y9', 'g6', 'c7', 'v7', 'q9', 'd1', 's7', 'j2', 'l5', 'v5', 'm5', 'a9', 'f1', 'x3', 'm2', 'f6']
R 39 : ['q3', 'i8', 'u8', 'l3', 'a6', 'e5', 'l6', 'a5', 'i8', 'm6', 'f4', 'o2', 'i3', 'k0', 'j4', 'v8', 'a4', 'c6', 's0', 'x8', 'b4', 'g8', 'i8', 'f8', 'a9', 'v8', 'b6', 'a9', 'a2', 'p7', 'j0', 'p8']
S 40 : ['j5', 'i6', 'u6', 's5', 'r8', 'k2', 's3', 'a7', 'v4', 'x0', 'r4', 'd8', 'a3', 'k9', 'x5', 'y9', 'j3', 'i3', 'g3', 'd4', 'o3', 'w2', 'h0', 'f6', 'u6', 'e5', 'p5', 'b6', 'i1', 'j0', 'd7', 'f4']
R 40 : ['j6', 'm6', 'r7', 'l4', 'n5', 'b4', 'v4', 'd9', 'y0', 'a6', 's0', 'd1', 'k2', 'r4', 'a7', 'm2', 'x0', 's6', 'x8', 'w7', 'i2', 'd7', 'd1', 'i8', 's9', 'i8', 'p4', 'x0', 's7', 'a8', 'y7', 'n8']
S 41 : ['h8', 's2', 'w3', 'h0', 's1', 'o7', 'm7', 'a7', 'm3', 'n9', 'd8', 'j2', 'w1', 'q4', 'n6', 'e2', 't3', 'p4', 'l7', 'j9', 'k6', 'b1', 'g9', 'y7', 'e0', 'n3', 'o0', 'n3', 'j3', 'y9', 'p9', 't8']
R 41 : ['i8', 'd3', 'c0', 'r4', 'r0', 'l8', 'b3', 'a4', 'u7', 'x8', 'i0', 'm6', 'k3', 'o6', 'w0', 'k0', 'i3', 'j3', 'x3', 'c1', 'n6', 'p4', 'p7', 'a8', 'g3', 'r3', 'w2', 's6', 'a6', 'x8', 'g9', 'k0']
S 42 : ['q5', 'n5', 'i5', 's4', 'h6', 'l0', 'f0', 'f2', 'h0', 'e0', 'y1', 'c0', 'm8', 'w8', 'd4', 'j3', 'm4', 'f4', 'm8', 'g3', 'a2', 'u2', 'u2', 'n0', 'a1', 'a5', 'm3', 'x5', 'p7', 'a3', 'a9', 'y1']
R 42 : ['c6', 'm2', 'g6', 'r4', 'm6', 'k6', 'm6', 's6', 'u1', 'k6', 'r4', 'd3', 'r0', 'r7', 'i8', 'h3', 'i8', 'w3', 'e8', 'p4', 'm1', 'j3', 'w7', 'x8', 'f8', 'p7', 'k2', 'w7', 'a7', 'd8', 'a4', 'a4']
